Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Document Type
M. D. Bhavesh; N. A. Anilkumar; M. I. Patel; R. Gajjar; D. Panchal,M. D. Bhavesh; N. A. Anilkumar; M. I. Patel; R. Gajjar; D. Panchal,,"Power Consumption Prediction of Digital Circuits using Machine Learning,",2022,2022 2nd International Conference on Artificial Intelligence and Signal Processing (AISP),,,,1,6,,10.1109/AISP53593.2022.9760542,https://doi.org/10.1109/AISP53593.2022.9760542,Conference Paper
Z. Wu; I. Savidis,Z. Wu; I. Savidis,,"Variation-aware Analog Circuit Sizing with Classifier Chains,",2021,2021 ACM/IEEE 3rd Workshop on Machine Learning for CAD (MLCAD),,,,1,6,,10.1109/MLCAD52597.2021.9531273,https://doi.org/10.1109/MLCAD52597.2021.9531273,Conference Paper
L. Menxhiqi; G. Marinova,L. Menxhiqi; G. Marinova,,"AI-Powered Workflow Completion in the Online-CADCOM Platform,",2025,2025 International Conference on Software,,,,1,5,,10.23919/SoftCOM66362.2025.11197450,https://doi.org/10.23919/SoftCOM66362.2025.11197450,Conference Paper
F. Ferrandi et al.,F. Ferrandi et al.,,"Invited: Bambu: an Open-Source Research Framework for the High-Level Synthesis of Complex Applications,",2021,2021 58th ACM/IEEE Design Automation Conference (DAC),,,,1327,1330,,10.1109/DAC18074.2021.9586110,https://doi.org/10.1109/DAC18074.2021.9586110,Conference Paper
Z. Wang; S. Liu; Y. Pu; S. Chen; T. -Y. Ho; B. Yu,Z. Wang; S. Liu; Y. Pu; S. Chen; T. -Y. Ho; B. Yu,,"PRO-TIME: Prerouting Optimization-Aware Timing Prediction via Multimodal Learning,",2025,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,44,12,,4779,4792,,10.1109/TCAD.2025.3569488,https://doi.org/10.1109/TCAD.2025.3569488,Journal Article
K. Liu; B. Tan; G. R. Reddy; S. Garg; Y. Makris; R. Karri,K. Liu; B. Tan; G. R. Reddy; S. Garg; Y. Makris; R. Karri,,"Bias Busters: Robustifying DL-Based Lithographic Hotspot Detectors Against Backdooring Attacks,",2021,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,40,10,,2077,2089,,10.1109/TCAD.2020.3033749,https://doi.org/10.1109/TCAD.2020.3033749,Journal Article
R. Islam,R. Islam,,"Early Stage DRC Prediction Using Ensemble Machine Learning Algorithms,",2022,IEEE Canadian Journal of Electrical and Computer Engineering,45,4,,354,364,,10.1109/ICJECE.2022.3200075,https://doi.org/10.1109/ICJECE.2022.3200075,Journal Article
M. Prasad; S. Kundu; L. Renker; R. Ranjan,M. Prasad; S. Kundu; L. Renker; R. Ranjan,,"Unlocking the Power of Machine Learning for Faster PCB Package and Board PDN Convergence,",2024,2024 37th International Conference on VLSI Design and 2024 23rd International Conference on Embedded Systems (VLSID),,,,287,292,,10.1109/VLSID60093.2024.00054,https://doi.org/10.1109/VLSID60093.2024.00054,Conference Paper
P. Fengler; S. Nassif; U. Schlichtmann,P. Fengler; S. Nassif; U. Schlichtmann,,"Toward Early Stage Dynamic Power Estimation: Exploring Alternative Machine Learning Methods and Simulation Schemes,",2024,2024 25th International Symposium on Quality Electronic Design (ISQED),,,,1,8,,10.1109/ISQED60706.2024.10528771,https://doi.org/10.1109/ISQED60706.2024.10528771,Conference Paper
Z. Lin; Y. Lin; G. Liu; G. Du,Z. Lin; Y. Lin; G. Liu; G. Du,,"URoute: Universal Routability Prediction,",2025,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,,,,,,,10.1109/TCAD.2025.3636449,https://doi.org/10.1109/TCAD.2025.3636449,Journal Article
F. Klemme; H. Amrouch,F. Klemme; H. Amrouch,,"Machine Learning for On-the-Fly Reliability-Aware Cell Library Characterization,",2021,IEEE Transactions on Circuits and Systems I: Regular Papers,68,6,,2569,2579,,10.1109/TCSI.2021.3069664,https://doi.org/10.1109/TCSI.2021.3069664,Journal Article
H. Aghasi,H. Aghasi,,"Data-Efficient Supervised Learning for RF and mm-Wave Circuit Design: Techniques, Challenges, and Benefits,",2025,2025 IEEE-APS Topical Conference on Antennas and Propagation in Wireless Communications (APWC),,,,01,06,,10.1109/APWC65665.2025.11190414,https://doi.org/10.1109/APWC65665.2025.11190414,Conference Paper
V. Tenace; A. Calimera,V. Tenace; A. Calimera,,"Inferential Logic: a Machine Learning Inspired Paradigm for Combinational Circuits,",2018,2018 IFIP/IEEE International Conference on Very Large Scale Integration (VLSI-SoC),,,,149,154,,10.1109/VLSI-SoC.2018.8644808,https://doi.org/10.1109/VLSI-SoC.2018.8644808,Conference Paper
A. B. Kahng,A. B. Kahng,,"New directions for learning-based IC design tools and methodologies,",2018,2018 23rd Asia and South Pacific Design Automation Conference (ASP-DAC),,,,405,410,,10.1109/ASPDAC.2018.8297357,https://doi.org/10.1109/ASPDAC.2018.8297357,Conference Paper
Kwangok Jeong; A. B. Kahng,Kwangok Jeong; A. B. Kahng,,"Methodology from chaos in IC implementation,",2010,2010 11th International Symposium on Quality Electronic Design (ISQED),,,,885,892,,10.1109/ISQED.2010.5450475,https://doi.org/10.1109/ISQED.2010.5450475,Conference Paper
Y. -C. Lu; S. Pentapati; L. Zhu; G. Murali; K. Samadi; S. K. Lim,Y. -C. Lu; S. Pentapati; L. Zhu; G. Murali; K. Samadi; S. K. Lim,,"A Machine Learning-Powered Tier Partitioning Methodology for Monolithic 3-D ICs,",2022,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,41,11,,4575,4586,,10.1109/TCAD.2021.3139310,https://doi.org/10.1109/TCAD.2021.3139310,Journal Article
H. Maeda; S. Sannomiya; K. Kameyama; H. Takizawa; M. Iwata; H. Nishikawa,H. Maeda; S. Sannomiya; K. Kameyama; H. Takizawa; M. Iwata; H. Nishikawa,,"Anomaly Detection in IoT Computing Platform Using Self-Timed Data-Driven Processor,",2025,2025 IEEE 15th Annual Computing and Communication Workshop and Conference (CCWC),,,,00901,00908,,10.1109/CCWC62904.2025.10903897,https://doi.org/10.1109/CCWC62904.2025.10903897,Conference Paper
C. Feng; P. Huang; N. Xu; X. He; Z. Liao,C. Feng; P. Huang; N. Xu; X. He; Z. Liao,,"Poster: Automated Trunk Nodes Placement for Distributed Clock Networks Using Data-Driven Clustering,",2025,2025 IEEE International Symposium on Parallel and Distributed Processing with Applications (ISPA),,,,1529,1532,,10.1109/ISPA67752.2025.00216,https://doi.org/10.1109/ISPA67752.2025.00216,Conference Paper
X. Jiang et al.,X. Jiang et al.,,"Invited Paper: Accelerating Routability and Timing Optimization with Open-Source AI4EDA Dataset CircuitNet and Heterogeneous Platforms,",2023,2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD),,,,1,9,,10.1109/ICCAD57390.2023.10323938,https://doi.org/10.1109/ICCAD57390.2023.10323938,Conference Paper
D. S. Lopera; W. Ecker,D. S. Lopera; W. Ecker,,"Applying GNNs to Timing Estimation at RTL : (Invited Paper),",2022,2022 IEEE/ACM International Conference On Computer Aided Design (ICCAD),,,,1,8,,,,Conference Paper
C. Almeida; M. Oliveira; L. Zhang; R. Martins,C. Almeida; M. Oliveira; L. Zhang; R. Martins,,"Leveraging Convolutional Autoencoders for Post-Layout Performance Estimation of Analog ICs,",2025,2025 32nd IEEE International Conference on Electronics,,,,1,4,,10.1109/ICECS66544.2025.11270804,https://doi.org/10.1109/ICECS66544.2025.11270804,Conference Paper
P. Goswami; D. Bhatia,P. Goswami; D. Bhatia,,"Predicting Post-Route Quality of Results Estimates for HLS Designs using Machine Learning,",2022,2022 23rd International Symposium on Quality Electronic Design (ISQED),,,,45,50,,10.1109/ISQED54688.2022.9806201,https://doi.org/10.1109/ISQED54688.2022.9806201,Conference Paper
